date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2024-03-18,000670,5.96,6.04,6.05,5.93,264796,158970818.0,2.03,2.03,0.12,3.67
2024-03-19,000670,6.04,6.0,6.12,5.98,244189,147569472.0,2.32,-0.66,-0.04,3.38
2024-03-20,000670,5.97,6.04,6.05,5.97,211913,127359427.06,1.33,0.67,0.04,2.93
2024-03-21,000670,6.12,6.06,6.19,6.01,312947,190720176.78,2.98,0.33,0.02,4.33
2024-03-22,000670,5.93,6.16,6.26,5.88,581998,356244137.71,6.27,1.65,0.1,8.06
2024-03-25,000670,6.07,5.93,6.35,5.86,455207,275194378.93,7.95,-3.73,-0.23,6.3
2024-03-26,000670,5.85,5.76,6.07,5.64,334991,194465809.6,7.25,-2.87,-0.17,4.64
2024-03-27,000670,5.77,5.41,5.79,5.4,245401,136715420.17,6.77,-6.08,-0.35,3.4
2024-03-28,000670,5.39,5.62,5.73,5.39,266448,149560682.0,6.28,3.88,0.21,3.69
2024-03-29,000670,5.63,5.65,5.7,5.55,154995,87177611.82,2.67,0.53,0.03,2.15
2024-04-01,000670,5.69,5.74,5.76,5.66,140863,80428187.0,1.77,1.59,0.09,1.95
2024-04-02,000670,5.75,5.62,5.79,5.59,151614,85524045.3,3.48,-2.09,-0.12,2.1
2024-04-03,000670,5.6,5.56,5.64,5.46,160236,88988178.9,3.2,-1.07,-0.06,2.22
2024-04-08,000670,5.6,5.39,5.61,5.38,160844,87692079.8,4.14,-3.06,-0.17,2.23
2024-04-09,000670,5.38,5.48,5.49,5.37,102256,55727290.0,2.23,1.67,0.09,1.42
2024-04-10,000670,5.46,5.3,5.48,5.24,131717,70223792.48,4.38,-3.28,-0.18,1.82
2024-04-11,000670,5.25,5.26,5.37,5.21,92542,49073714.0,3.02,-0.75,-0.04,1.28
2024-04-12,000670,5.25,5.27,5.37,5.25,102528,54426860.0,2.28,0.19,0.01,1.42
2024-04-15,000670,5.19,4.97,5.25,4.86,205263,102958389.0,7.4,-5.69,-0.3,2.84
2024-04-16,000670,4.88,4.47,4.95,4.47,245453,112827224.0,9.66,-10.06,-0.5,3.4
2024-04-17,000670,4.46,4.73,4.76,4.45,184701,86437997.0,6.94,5.82,0.26,2.56
2024-04-18,000670,4.71,4.68,4.79,4.63,145483,68629288.0,3.38,-1.06,-0.05,2.01
2024-04-19,000670,4.67,4.57,4.68,4.56,108941,50209108.0,2.56,-2.35,-0.11,1.51
2024-04-22,000670,4.61,4.6,4.77,4.5,176942,81969399.0,5.91,0.66,0.03,2.45
2024-04-23,000670,4.6,4.62,4.7,4.6,123795,57495037.24,2.17,0.43,0.02,1.71
2024-04-24,000670,4.64,4.76,4.77,4.63,156527,73958902.72,3.03,3.03,0.14,2.17
2024-04-25,000670,4.88,4.87,4.98,4.78,226580,111217614.68,4.2,2.31,0.11,3.14
2024-04-26,000670,4.87,4.95,5.01,4.83,201023,99414653.28,3.7,1.64,0.08,2.78
2024-04-29,000670,4.95,5.1,5.1,4.95,179152,90642286.12,3.03,3.03,0.15,2.48
2024-04-30,000670,5.1,5.1,5.15,4.99,168402,85330603.74,3.14,0.0,0.0,2.33
2024-05-06,000670,5.17,5.12,5.19,5.07,131794,67615818.0,2.35,0.39,0.02,1.83
2024-05-07,000670,5.1,5.14,5.16,5.07,93958,48124544.0,1.76,0.39,0.02,1.3
2024-05-08,000670,5.13,5.07,5.18,5.06,97746,49921134.0,2.33,-1.36,-0.07,1.35
2024-05-09,000670,5.08,5.12,5.15,5.08,89731,45962367.0,1.38,0.99,0.05,1.24
2024-05-10,000670,5.12,5.06,5.19,5.05,130541,66576371.0,2.73,-1.17,-0.06,1.81
2024-05-13,000670,4.98,4.87,5.0,4.86,125736,61836686.6,2.77,-3.75,-0.19,1.74
2024-05-14,000670,4.9,4.93,5.05,4.89,91801,45385679.0,3.29,1.23,0.06,1.27
2024-05-15,000670,4.92,4.93,5.18,4.85,195758,98456784.15,6.69,0.0,0.0,2.71
2024-05-16,000670,5.17,5.42,5.42,5.09,420141,225853659.04,6.69,9.94,0.49,5.82
2024-05-17,000670,5.39,5.3,5.39,5.23,519493,274678002.87,2.95,-2.21,-0.12,7.19
2024-05-20,000670,5.24,5.23,5.28,5.17,330828,172531840.0,2.08,-1.32,-0.07,4.58
2024-05-21,000670,5.23,5.16,5.24,5.11,225728,116141531.0,2.49,-1.34,-0.07,3.13
2024-05-22,000670,5.18,5.19,5.22,5.11,226233,116681491.61,2.13,0.58,0.03,3.13
2024-05-23,000670,5.15,5.01,5.17,5.0,215637,109356464.03,3.28,-3.47,-0.18,2.99
2024-05-24,000670,5.02,4.85,5.04,4.83,199643,98138048.5,4.19,-3.19,-0.16,2.76
2024-05-27,000670,4.84,4.95,4.97,4.67,258457,124564695.0,6.19,2.06,0.1,3.58
2024-05-28,000670,4.91,4.99,5.18,4.88,334424,168810037.0,6.06,0.81,0.04,4.63
2024-05-29,000670,4.93,4.89,5.03,4.87,190306,93848709.92,3.21,-2.0,-0.1,2.64
2024-05-30,000670,4.81,4.93,5.0,4.75,197181,96816253.9,5.11,0.82,0.04,2.73
2024-05-31,000670,4.9,4.95,5.03,4.9,131190,65101467.0,2.64,0.41,0.02,1.82
2024-06-03,000670,4.95,4.9,5.04,4.84,189307,93717770.76,4.04,-1.01,-0.05,2.62
2024-06-04,000670,4.81,4.73,4.83,4.66,191768,90553477.0,3.47,-3.47,-0.17,2.66
2024-06-05,000670,4.76,4.64,4.82,4.64,143807,67959589.0,3.81,-1.9,-0.09,1.99
2024-06-06,000670,4.66,4.49,4.88,4.47,240469,111582078.0,8.84,-3.23,-0.15,3.33
2024-06-07,000670,4.57,4.68,4.94,4.5,382086,179237272.09,9.8,4.23,0.19,5.29
2024-06-11,000670,4.64,4.85,4.95,4.52,403293,191342934.0,9.19,3.63,0.17,5.58
2024-06-12,000670,4.8,4.9,4.94,4.78,330368,160839897.19,3.3,1.03,0.05,4.58
2024-06-13,000670,4.88,4.87,4.95,4.84,257546,125868235.0,2.24,-0.61,-0.03,3.57
2024-06-14,000670,4.82,4.74,4.83,4.73,196623,93631807.0,2.05,-2.67,-0.13,2.72
2024-06-17,000670,4.69,4.78,4.82,4.68,163504,78030556.0,2.95,0.84,0.04,2.26
2024-06-18,000670,4.76,4.84,4.84,4.76,138385,66494470.0,1.67,1.26,0.06,1.92
2024-06-19,000670,4.85,4.86,4.93,4.76,207087,100643160.0,3.51,0.41,0.02,2.87
2024-06-20,000670,4.82,4.7,4.91,4.67,233001,111947266.1,4.94,-3.29,-0.16,3.23
2024-06-21,000670,4.62,4.6,4.67,4.51,165805,76404359.37,3.4,-2.13,-0.1,2.3
2024-06-24,000670,4.58,4.36,4.6,4.33,183153,81239681.0,5.87,-5.22,-0.24,2.54
2024-06-25,000670,4.35,4.27,4.43,4.24,160769,69372718.0,4.36,-2.06,-0.09,2.23
2024-06-26,000670,4.3,4.46,4.48,4.21,150647,65774676.73,6.32,4.45,0.19,2.09
2024-06-27,000670,4.47,4.36,4.52,4.35,145022,64216042.0,3.81,-2.24,-0.1,2.01
2024-06-28,000670,4.36,4.37,4.46,4.32,100289,44159965.5,3.21,0.23,0.01,1.39
2024-07-01,000670,4.56,4.43,4.56,4.35,126402,56004665.0,4.81,1.37,0.06,1.75
2024-07-02,000670,4.39,4.47,4.53,4.37,142409,63755017.38,3.61,0.9,0.04,1.97
2024-07-03,000670,4.43,4.5,4.57,4.42,132567,59604322.0,3.36,0.67,0.03,1.84
2024-07-04,000670,4.49,4.3,4.51,4.3,131985,57954749.93,4.67,-4.44,-0.2,1.83
2024-07-05,000670,4.3,4.35,4.38,4.24,84948,36624907.0,3.26,1.16,0.05,1.18
2024-07-08,000670,4.34,4.23,4.37,4.23,85999,36879526.04,3.22,-2.76,-0.12,1.19
2024-07-09,000670,4.2,4.35,4.35,4.2,123371,52919863.34,3.55,2.84,0.12,1.71
2024-07-10,000670,4.3,4.23,4.32,4.23,102720,43795608.0,2.07,-2.76,-0.12,1.42
2024-07-11,000670,4.3,4.41,4.44,4.28,167847,73601978.0,3.78,4.26,0.18,2.32
2024-07-12,000670,4.39,4.38,4.43,4.35,87931,38561887.0,1.81,-0.68,-0.03,1.22
2024-07-15,000670,4.38,4.28,4.42,4.27,93640,40464747.0,3.42,-2.28,-0.1,1.3
2024-07-16,000670,4.28,4.34,4.35,4.24,68420,29422007.0,2.57,1.4,0.06,0.95
2024-07-17,000670,4.36,4.27,4.39,4.26,74038,31981203.0,3.0,-1.61,-0.07,1.03
2024-07-18,000670,4.21,4.27,4.31,4.08,136043,57004719.65,5.39,0.0,0.0,1.88
2024-07-19,000670,4.25,4.43,4.49,4.24,232638,102630543.26,5.85,3.75,0.16,3.22
2024-07-22,000670,4.4,4.5,4.56,4.37,198744,89254866.0,4.29,1.58,0.07,2.75
2024-07-23,000670,4.5,4.32,4.5,4.32,144321,63566719.24,4.0,-4.0,-0.18,2.0
2024-07-24,000670,4.28,4.23,4.5,4.23,177757,76938943.04,6.25,-2.08,-0.09,2.46
2024-07-25,000670,4.21,4.15,4.23,4.12,129579,53980956.0,2.6,-1.89,-0.08,1.79
2024-07-26,000670,4.18,4.22,4.24,4.15,103992,43664853.0,2.17,1.69,0.07,1.44
2024-07-29,000670,4.22,4.23,4.26,4.19,91052,38500315.8,1.66,0.24,0.01,1.26
2024-07-30,000670,4.23,4.35,4.37,4.2,157403,67871509.23,4.02,2.84,0.12,2.18
2024-07-31,000670,4.34,4.43,4.45,4.3,160726,70604789.0,3.45,1.84,0.08,2.23
2024-08-01,000670,4.44,4.87,4.87,4.42,344337,160591110.66,10.16,9.93,0.44,4.77
2024-08-02,000670,4.79,5.28,5.36,4.72,1037321,525651221.77,13.14,8.42,0.41,14.37
2024-08-05,000670,4.98,4.76,5.1,4.75,704855,344951616.15,6.63,-9.85,-0.52,9.76
2024-08-06,000670,4.83,4.86,4.89,4.68,383569,183768862.51,4.41,2.1,0.1,5.31
2024-08-07,000670,4.8,4.7,4.85,4.68,290449,138065065.6,3.5,-3.29,-0.16,4.02
2024-08-08,000670,4.64,4.75,4.84,4.62,325371,154702310.57,4.68,1.06,0.05,4.51
2024-08-09,000670,4.86,4.67,4.95,4.67,331740,159876266.0,5.89,-1.68,-0.08,4.59
2024-08-12,000670,4.58,4.71,4.87,4.54,268920,125876521.0,7.07,0.86,0.04,3.72
2024-08-13,000670,4.72,4.8,4.86,4.67,251467,120072019.5,4.03,1.91,0.09,3.48
2024-08-14,000670,4.76,4.92,5.28,4.76,568767,283246012.5,10.83,2.5,0.12,7.88
2024-08-15,000670,4.85,4.85,4.93,4.8,374676,181838930.5,2.64,-1.42,-0.07,5.19
2024-08-16,000670,4.87,4.72,4.97,4.7,329804,158986156.94,5.57,-2.68,-0.13,4.57
2024-08-19,000670,4.73,4.61,4.8,4.6,208380,97594683.99,4.24,-2.33,-0.11,2.89
2024-08-20,000670,4.6,4.46,4.63,4.44,212596,95838895.0,4.12,-3.25,-0.15,2.94
2024-08-21,000670,4.4,4.42,4.51,4.4,134170,59620068.0,2.47,-0.9,-0.04,1.86
2024-08-22,000670,4.42,4.34,4.49,4.33,141560,62386728.0,3.62,-1.81,-0.08,1.96
2024-08-23,000670,4.3,4.29,4.38,4.23,140139,60160869.0,3.46,-1.15,-0.05,1.94
2024-08-26,000670,4.3,4.37,4.38,4.29,121160,52572494.0,2.1,1.86,0.08,1.68
2024-08-27,000670,4.31,4.26,4.37,4.25,100956,43425318.0,2.75,-2.52,-0.11,1.4
2024-08-28,000670,4.23,4.27,4.32,4.23,80852,34604703.5,2.11,0.23,0.01,1.12
2024-08-29,000670,4.24,4.32,4.39,4.22,119794,51650703.0,3.98,1.17,0.05,1.66
2024-08-30,000670,4.34,4.44,4.48,4.32,164534,72852837.0,3.7,2.78,0.12,2.28
2024-09-02,000670,4.42,4.35,4.47,4.34,117735,51908705.0,2.93,-2.03,-0.09,1.63
2024-09-03,000670,4.33,4.38,4.4,4.33,90508,39555192.0,1.61,0.69,0.03,1.25
2024-09-04,000670,4.35,4.34,4.37,4.28,89285,38688482.04,2.05,-0.91,-0.04,1.24
2024-09-05,000670,4.35,4.39,4.42,4.34,106237,46508692.0,1.84,1.15,0.05,1.47
2024-09-06,000670,4.39,4.33,4.42,4.33,92287,40280623.0,2.05,-1.37,-0.06,1.28
2024-09-09,000670,4.33,4.34,4.39,4.3,78851,34231520.67,2.08,0.23,0.01,1.09
2024-09-10,000670,4.32,4.38,4.4,4.26,106046,45949502.63,3.23,0.92,0.04,1.47
2024-09-11,000670,4.37,4.34,4.37,4.31,69044,29950939.0,1.37,-0.91,-0.04,0.96
2024-09-12,000670,4.35,4.37,4.45,4.34,147466,64757542.13,2.53,0.69,0.03,2.04
2024-09-13,000670,4.39,4.27,4.42,4.26,110768,47674124.56,3.66,-2.29,-0.1,1.53
2024-09-18,000670,4.31,4.22,4.37,4.19,82894,35260833.0,4.22,-1.17,-0.05,1.15
2024-09-19,000670,4.29,4.35,4.36,4.24,127806,55117982.0,2.84,3.08,0.13,1.77
2024-09-20,000670,4.36,4.39,4.4,4.33,101761,44508059.36,1.61,0.92,0.04,1.41
2024-09-23,000670,4.42,4.58,4.67,4.4,327643,148864227.95,6.15,4.33,0.19,4.54
2024-09-24,000670,4.5,4.62,4.62,4.47,297220,135401516.03,3.28,0.87,0.04,4.12
2024-09-25,000670,4.66,4.66,4.86,4.61,360753,169635531.78,5.41,0.87,0.04,5.0
2024-09-26,000670,4.63,5.13,5.13,4.62,338212,171193581.34,10.94,10.09,0.47,4.68
2024-09-27,000670,5.4,5.3,5.45,5.23,907364,484204219.0,4.29,3.31,0.17,12.57
2024-09-30,000670,5.34,5.79,5.8,5.34,926812,517862241.8,8.68,9.25,0.49,12.83
2024-10-08,000670,6.37,6.37,6.37,6.0,1058329,666958799.82,6.39,10.02,0.58,14.66
2024-10-09,000670,6.28,6.13,6.74,5.91,1043342,663196158.74,13.03,-3.77,-0.24,14.45
2024-10-10,000670,6.12,5.73,6.2,5.68,601641,353432692.97,8.48,-6.53,-0.4,8.33
2024-10-11,000670,5.66,5.4,5.79,5.33,406053,223564405.62,8.03,-5.76,-0.33,5.62
2024-10-14,000670,5.4,5.7,5.73,5.29,473109,261084072.52,8.15,5.56,0.3,6.55
2024-10-15,000670,5.6,5.6,5.84,5.54,366242,209030946.77,5.26,-1.75,-0.1,5.07
2024-10-16,000670,5.47,5.51,5.62,5.43,245172,135241337.55,3.39,-1.61,-0.09,3.4
2024-10-17,000670,5.56,5.47,5.68,5.45,284411,157921571.06,4.17,-0.73,-0.04,3.94
2024-10-18,000670,5.47,5.77,5.88,5.45,545747,309421756.5,7.86,5.48,0.3,7.56
2024-10-21,000670,5.9,5.99,6.15,5.81,729113,438141853.09,5.89,3.81,0.22,10.1
2024-10-22,000670,5.88,6.05,6.2,5.87,541481,326466290.95,5.51,1.0,0.06,7.5
2024-10-23,000670,6.04,5.95,6.05,5.91,392626,234874355.67,2.31,-1.65,-0.1,5.44
2024-10-24,000670,5.4,6.06,6.22,5.4,808623,472617191.42,13.78,1.85,0.11,11.2
2024-10-25,000670,5.96,5.98,6.1,5.88,587112,350722797.4,3.63,-1.32,-0.08,8.13
2024-10-28,000670,5.75,6.21,6.41,5.71,1016033,612352382.8,11.71,3.85,0.23,14.07
2024-10-29,000670,6.1,5.95,6.2,5.94,611750,370960227.21,4.19,-4.19,-0.26,8.47
2024-10-30,000670,5.88,6.55,6.55,5.81,497196,317689710.5,12.44,10.08,0.6,6.89
2024-10-31,000670,6.87,7.21,7.21,6.7,2038044,1421437214.6,7.79,10.08,0.66,28.22
2024-11-01,000670,7.3,6.6,7.62,6.49,1478047,1032370618.96,15.67,-8.46,-0.61,20.47
2024-11-04,000670,6.3,6.44,6.76,6.29,775360,500616778.37,7.12,-2.42,-0.16,10.74
2024-11-05,000670,6.36,6.75,6.88,6.35,864995,571065217.64,8.23,4.81,0.31,11.98
2024-11-06,000670,6.76,6.61,6.79,6.53,686608,456748341.46,3.85,-2.07,-0.14,9.51
2024-11-07,000670,6.53,6.75,6.88,6.46,715797,478663031.65,6.35,2.12,0.14,9.91
2024-11-08,000670,6.78,7.43,7.43,6.71,1080926,761123166.63,10.67,10.07,0.68,14.97
2024-11-11,000670,7.83,8.17,8.17,7.7,752580,606321120.33,6.33,9.96,0.74,10.42
2024-11-12,000670,8.58,8.31,8.99,7.8,2329243,1957836506.07,14.57,1.71,0.14,32.26
2024-11-13,000670,8.03,7.82,8.49,7.71,1114863,888655171.46,9.39,-5.9,-0.49,15.44
2024-11-14,000670,7.7,7.39,7.86,7.36,815640,617915956.6,6.39,-5.5,-0.43,11.3
2024-11-15,000670,7.35,7.06,7.53,7.05,706940,515953867.19,6.5,-4.47,-0.33,9.79
2024-11-18,000670,6.85,6.54,7.35,6.5,691369,464891318.4,12.04,-7.37,-0.52,9.57
2024-11-19,000670,6.56,7.19,7.19,6.52,983269,692118416.39,10.24,9.94,0.65,13.62
2024-11-20,000670,7.16,7.48,7.78,6.96,1204108,886640986.88,11.4,4.03,0.29,16.67
2024-11-21,000670,7.39,7.45,7.58,7.26,874432,647968935.97,4.28,-0.4,-0.03,12.11
2024-11-22,000670,7.2,6.9,7.28,6.84,759540,539674678.0,5.91,-7.38,-0.55,10.52
2024-11-25,000670,6.76,7.18,7.18,6.76,614433,427838273.07,6.09,4.06,0.28,8.51
2024-11-26,000670,7.11,6.91,7.26,6.88,427306,300887453.42,5.29,-3.76,-0.27,5.92
2024-11-27,000670,6.86,6.98,6.99,6.6,430534,292687760.62,5.64,1.01,0.07,5.96
2024-11-28,000670,6.98,7.68,7.68,6.89,942401,703949444.52,11.32,10.03,0.7,13.05
2024-11-29,000670,7.64,7.86,8.28,7.52,1663491,1311139844.82,9.9,2.34,0.18,23.04
2024-12-02,000670,7.67,8.08,8.2,7.6,1336902,1053236013.3,7.63,2.8,0.22,18.51
2024-12-03,000670,8.0,7.89,8.13,7.82,853432,678647411.39,3.84,-2.35,-0.19,11.82
2024-12-04,000670,8.17,7.91,8.38,7.8,1008297,817026605.13,7.35,0.25,0.02,13.96
2024-12-05,000670,7.63,8.17,8.55,7.61,1055566,854184512.52,11.88,3.29,0.26,14.62
2024-12-06,000670,8.02,7.99,8.11,7.85,715107,570079006.59,3.18,-2.2,-0.18,9.9
2024-12-09,000670,7.97,7.78,7.99,7.72,501528,392304202.0,3.38,-2.63,-0.21,6.95
2024-12-10,000670,8.03,7.73,8.05,7.72,529642,416879127.9,4.24,-0.64,-0.05,7.33
2024-12-11,000670,7.71,8.5,8.5,7.68,645007,541383625.99,10.61,9.96,0.77,8.93
2024-12-12,000670,8.5,8.48,8.73,8.29,1483174,1257089218.66,5.18,-0.24,-0.02,20.54
2024-12-13,000670,8.33,8.64,8.76,8.33,1288718,1099432364.64,5.07,1.89,0.16,17.85
2024-12-16,000670,8.5,8.16,8.8,8.08,953478,797045281.61,8.33,-5.56,-0.48,13.2
2024-12-17,000670,8.2,8.31,8.98,8.2,1212646,1040136455.46,9.56,1.84,0.15,16.79
2024-12-18,000670,7.9,8.64,8.97,7.8,1399883,1182664442.69,14.08,3.97,0.33,19.39
2024-12-19,000670,8.37,8.37,8.59,8.27,819553,688299488.89,3.7,-3.13,-0.27,11.35
2024-12-20,000670,8.27,9.21,9.21,8.24,914456,821171899.18,11.59,10.04,0.84,12.66
2024-12-23,000670,9.47,8.9,9.77,8.87,2194061,2050011730.6,9.77,-3.37,-0.31,30.38
2024-12-24,000670,8.92,9.55,9.68,8.74,1947853,1797699367.5,10.56,7.3,0.65,26.97
2024-12-25,000670,9.17,9.06,9.45,8.85,1284415,1173846557.3,6.28,-5.13,-0.49,17.79
2024-12-26,000670,8.96,9.2,9.33,8.79,990789,908683136.51,5.96,1.55,0.14,13.72
2024-12-27,000670,9.08,9.29,10.1,8.97,1645579,1567230620.72,12.28,0.98,0.09,22.79
2024-12-30,000670,9.11,9.24,9.48,8.98,984745,901653269.84,5.38,-0.54,-0.05,13.64
2024-12-31,000670,9.23,8.32,9.31,8.32,1206379,1035358342.37,10.71,-9.96,-0.92,16.71
2025-01-02,000670,8.0,7.54,8.08,7.49,1111214,853891891.3,7.09,-9.38,-0.78,15.39
2025-01-03,000670,7.54,6.97,7.59,6.93,892611,639804726.73,8.75,-7.56,-0.57,12.36
2025-01-06,000670,6.9,6.58,6.97,6.53,687108,461210069.8,6.31,-5.6,-0.39,9.52
2025-01-07,000670,6.66,6.95,6.96,6.62,780079,529198020.4,5.17,5.62,0.37,10.8
2025-01-08,000670,6.82,6.93,7.03,6.58,753442,515273089.8,6.47,-0.29,-0.02,10.43
2025-01-09,000670,6.87,7.0,7.15,6.83,612284,431556912.34,4.62,1.01,0.07,8.48
2025-01-10,000670,7.0,6.7,7.19,6.68,619991,432489908.0,7.29,-4.29,-0.3,8.59
2025-01-13,000670,6.5,6.52,6.67,6.32,463915,300090229.64,5.22,-2.69,-0.18,6.42
2025-01-14,000670,6.65,7.04,7.04,6.56,684855,469142663.6,7.36,7.98,0.52,9.48
2025-01-15,000670,7.07,7.07,7.19,6.96,634731,449452753.0,3.27,0.43,0.03,8.79
2025-01-16,000670,7.13,7.1,7.24,6.96,545419,387146167.0,3.96,0.42,0.03,7.55
2025-01-17,000670,7.09,7.15,7.37,6.94,743338,532045568.16,6.06,0.7,0.05,10.29
2025-01-20,000670,7.15,7.09,7.23,7.01,478338,339640912.03,3.08,-0.84,-0.06,6.62
2025-01-21,000670,7.15,7.05,7.16,6.89,405388,284213330.94,3.81,-0.56,-0.04,5.61
2025-01-22,000670,6.96,6.8,6.97,6.78,395491,271332855.03,2.7,-3.55,-0.25,5.48
2025-01-23,000670,6.88,6.73,7.04,6.72,426104,293485665.14,4.71,-1.03,-0.07,5.9
2025-01-24,000670,6.72,6.69,6.79,6.62,340016,227350412.32,2.53,-0.59,-0.04,4.71
2025-01-27,000670,6.75,6.56,6.82,6.56,248951,166068777.95,3.89,-1.94,-0.13,3.45
2025-02-05,000670,6.71,6.81,6.88,6.68,395171,268108214.04,3.05,3.81,0.25,5.47
2025-02-06,000670,6.81,7.14,7.15,6.71,540882,379177444.54,6.46,4.85,0.33,7.49
2025-02-07,000670,7.14,7.18,7.3,7.0,647441,465066984.73,4.2,0.56,0.04,8.97
2025-02-10,000670,7.2,7.61,7.61,7.15,773771,570259118.81,6.41,5.99,0.43,10.72
2025-02-11,000670,7.61,7.4,7.62,7.35,574896,426613413.29,3.55,-2.76,-0.21,7.96
2025-02-12,000670,7.35,7.54,7.59,7.34,543549,405969034.54,3.38,1.89,0.14,7.53
2025-02-13,000670,7.54,7.32,7.54,7.31,434814,321235199.6,3.05,-2.92,-0.22,6.02
2025-02-14,000670,7.27,7.26,7.35,7.17,320643,232451310.0,2.46,-0.82,-0.06,4.44
2025-02-17,000670,7.17,7.32,7.4,7.17,343006,250507477.7,3.17,0.83,0.06,4.75
2025-02-18,000670,7.32,7.1,7.43,7.05,480742,348516086.0,5.19,-3.01,-0.22,6.66
2025-02-19,000670,7.09,7.24,7.28,7.06,357066,257230267.24,3.1,1.97,0.14,4.94
